"Id","sex","age","VD02","VD03","VD04","VD05","VD06","VD07","VD08","VD09","VD10","VD11","VD12","VD14","VD15","VD16","VD17","VD18","VD19","VD20","VD21","VD22","VD23","VD24","VD25","VD26","VD27","VD28","VD29","VD30","VD31","VD33","VD34","VD35","VD36","VD38","VD39","VD40"
444.0,1,49.0,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2
450.0,1,23.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2
452.0,1,50.0,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2
458.0,1,24.0,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
462.0,1,25.0,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2
463.0,1,21.0,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
466.0,1,21.0,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2
473.0,1,20.0,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2
478.0,1,30.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
481.0,1,30.0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2
482.0,1,22.0,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2
484.0,1,20.0,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2
487.0,1,21.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
493.0,1,39.0,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2
495.0,1,21.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
498.0,1,22.0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
503.0,1,47.0,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
504.0,1,54.0,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2
505.0,1,19.0,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2
506.0,1,20.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
509.0,1,20.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
510.0,1,36.0,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511.0,1,36.0,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1
514.0,1,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
515.0,1,52.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
518.0,1,30.0,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1
519.0,1,38.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
524.0,1,21.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
525.0,1,27.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
527.0,1,27.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
528.0,1,25.0,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
532.0,1,27.0,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1
534.0,1,38.0,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2
544.0,1,34.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
548.0,1,35.0,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
549.0,1,45.0,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1
550.0,1,22.0,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2
553.0,1,22.0,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2
556.0,1,27.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
557.0,1,29.0,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
561.0,1,45.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
563.0,1,24.0,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2
566.0,1,20.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
567.0,1,22.0,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
573.0,1,51.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
575.0,1,23.0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1
576.0,1,19.0,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1
580.0,1,45.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
582.0,1,58.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
585.0,1,64.0,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
586.0,1,51.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
587.0,1,35.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
588.0,1,59.0,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
592.0,1,21.0,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2
596.0,1,22.0,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597.0,1,37.0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
598.0,1,23.0,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2
600.0,1,34.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
601.0,1,36.0,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1
602.0,1,24.0,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2
605.0,1,21.0,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2
611.0,1,35.0,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,2
612.0,1,35.0,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1
616.0,1,23.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
617.0,1,28.0,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
622.0,1,26.0,2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2
625.0,1,58.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
626.0,1,50.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
628.0,1,23.0,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
632.0,1,34.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
634.0,1,52.0,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2
637.0,1,24.0,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2
638.0,1,19.0,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2
643.0,1,48.0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2
645.0,1,54.0,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1
646.0,1,23.0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2
648.0,1,26.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651.0,1,21.0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
652.0,1,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
657.0,1,47.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
664.0,1,31.0,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2
665.0,1,51.0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2
669.0,1,27.0,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2
670.0,1,25.0,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
672.0,1,41.0,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2
673.0,1,47.0,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
674.0,1,23.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675.0,1,22.0,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2
677.0,1,18.0,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2
683.0,1,58.0,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2
686.0,1,42.0,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2
687.0,1,22.0,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
692.0,1,27.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693.0,1,46.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697.0,1,32.0,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,2
698.0,1,28.0,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1
703.0,1,46.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2
705.0,1,25.0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2
706.0,1,24.0,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2
716.0,1,51.0,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
722.0,1,52.0,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
723.0,1,42.0,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
724.0,1,24.0,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1
726.0,1,47.0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734.0,1,33.0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
738.0,1,51.0,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2
744.0,1,42.0,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2
748.0,1,54.0,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2
749.0,1,24.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752.0,1,20.0,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2
756.0,1,30.0,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2
764.0,1,33.0,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1
768.0,1,23.0,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2
769.0,1,40.0,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2
772.0,1,61.0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
774.0,1,64.0,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
776.0,1,49.0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2
779.0,1,60.0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
781.0,1,22.0,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1
782.0,1,21.0,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1
785.0,1,35.0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2
786.0,1,20.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
787.0,1,46.0,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2
791.0,1,22.0,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2
792.0,1,35.0,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2
793.0,1,51.0,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2
794.0,1,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
796.0,1,20.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
797.0,1,26.0,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1
798.0,1,39.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
799.0,1,54.0,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2
801.0,1,22.0,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2
804.0,1,33.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805.0,1,44.0,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2
806.0,1,23.0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2
810.0,1,64.0,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2
815.0,1,18.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2
816.0,1,28.0,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1
817.0,1,23.0,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2
819.0,1,21.0,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1
820.0,1,24.0,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1
823.0,1,46.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
827.0,1,45.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
831.0,1,20.0,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2
833.0,1,39.0,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2
836.0,1,35.0,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2
837.0,1,48.0,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2
839.0,1,48.0,2,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2
840.0,1,45.0,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2
841.0,1,48.0,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2
842.0,1,26.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
843.0,1,19.0,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1
844.0,1,55.0,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2
848.0,1,52.0,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2
849.0,1,46.0,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2
850.0,1,47.0,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1
853.0,1,21.0,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2
854.0,1,51.0,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2
855.0,1,24.0,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2
856.0,1,26.0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2
858.0,1,60.0,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
859.0,1,18.0,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1
860.0,1,49.0,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2
861.0,1,41.0,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2
862.0,1,60.0,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2
863.0,1,57.0,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2
867.0,1,46.0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2
868.0,1,46.0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2
